model,question_id,dataset,aggregate_rate,Q1_hardest_rate,Q2_rate,Q3_rate,Q4_easiest_rate,hardest_tier,degraded,n_items,gap
mistralai/Mistral-Small-24B-Instruct-2501,essay_set_4,asap_sas,0.9981,0.9981464318813716,,,,gold,False,1079,
mistralai/Mistral-Small-24B-Instruct-2501,essay_set_5,asap_sas,0.9878,0.9877609791216703,,,,gold,False,1389,
mistralai/Mistral-Small-24B-Instruct-2501,essay_set_6,asap_sas,0.9899,0.9898770788141721,,,,gold,False,1383,
mistralai/Mistral-Small-24B-Instruct-2501,essay_set_7,asap_sas,0.9501,0.8254847645429363,0.9941291585127201,,,silver,True,1383,
mistralai/Mistral-Small-24B-Instruct-2501,essay_set_8,asap_sas,0.9943,0.9889240506329114,,1.0,,gold,False,1236,
mistralai/Mistral-Small-24B-Instruct-2501,essay_set_9,asap_sas,0.9974,0.997411561691113,,,,gold,False,1159,
Qwen/Qwen2.5-14B-Instruct,4d3fef6bfa66400d,mohler,0.9667,0.9411764705882353,,1.0,,gold,False,30,
Qwen/Qwen2.5-14B-Instruct,70ec4054bb7d1122,mohler,0.963,0.9,1.0,,,gold,False,27,
Qwen/Qwen2.5-32B-Instruct,12a8db106cac744f,mohler,0.9615,0.875,1.0,1.0,1.0,silver,True,26,0.125
Qwen/Qwen2.5-32B-Instruct,1c3a12552fbf25bd,mohler,1.0,1.0,1.0,1.0,1.0,gold,False,29,0.0
Qwen/Qwen2.5-32B-Instruct,1ed353a72ef2a4f8,mohler,0.8966,0.9,1.0,0.75,1.0,gold,False,29,0.09999999999999998
Qwen/Qwen2.5-32B-Instruct,1f2dcc9aa70c85d0,mohler,1.0,1.0,1.0,1.0,1.0,gold,False,27,0.0
Qwen/Qwen2.5-32B-Instruct,1fcd40f40472d1fe,mohler,0.9667,0.875,1.0,1.0,1.0,silver,True,30,0.125
Qwen/Qwen2.5-32B-Instruct,330c9e050d1cf143,mohler,0.9615,0.8888888888888888,1.0,1.0,1.0,silver,True,26,0.11111111111111116
Qwen/Qwen2.5-32B-Instruct,35ca3259034ea7d2,mohler,0.9231,0.8,1.0,1.0,1.0,silver,True,26,0.19999999999999996
Qwen/Qwen2.5-32B-Instruct,3bb8265858f79804,mohler,0.9167,0.6666666666666666,1.0,1.0,1.0,reject,True,24,0.33333333333333337
Qwen/Qwen2.5-32B-Instruct,4a88ef16cda273bd,mohler,0.875,0.5,1.0,1.0,1.0,reject,True,24,0.5
Qwen/Qwen2.5-32B-Instruct,4d3fef6bfa66400d,mohler,1.0,1.0,,1.0,,gold,False,30,
Qwen/Qwen2.5-32B-Instruct,51f7dbe67c51f4a7,mohler,0.8846,0.6666666666666666,1.0,1.0,1.0,reject,True,26,0.33333333333333337
Qwen/Qwen2.5-32B-Instruct,552c6e9282a6a03e,mohler,0.9259,0.75,1.0,1.0,1.0,bronze,True,27,0.25
Qwen/Qwen2.5-32B-Instruct,70ec4054bb7d1122,mohler,1.0,1.0,1.0,,,gold,False,27,
Qwen/Qwen2.5-32B-Instruct,77ccbf816d233fe0,mohler,0.963,0.8571428571428571,1.0,1.0,1.0,silver,True,27,0.1428571428571429
Qwen/Qwen2.5-32B-Instruct,77d4c50016bebaab,mohler,0.9,0.6666666666666666,1.0,1.0,1.0,reject,True,30,0.33333333333333337
Qwen/Qwen2.5-32B-Instruct,8538fac0e49f5b07,mohler,0.9333,0.8181818181818182,1.0,1.0,1.0,silver,True,30,0.18181818181818177
Qwen/Qwen2.5-32B-Instruct,8563d407e24f8da9,mohler,0.9032,0.75,0.875,1.0,1.0,bronze,True,31,0.25
Qwen/Qwen2.5-32B-Instruct,8a27032681c10a64,mohler,1.0,1.0,1.0,1.0,1.0,gold,False,30,0.0
Qwen/Qwen2.5-32B-Instruct,8e345bcfe0086f24,mohler,1.0,1.0,1.0,1.0,,gold,False,28,
Qwen/Qwen2.5-32B-Instruct,97b1d92e35ff895f,mohler,0.9655,0.9,1.0,1.0,1.0,gold,False,29,0.09999999999999998
Qwen/Qwen2.5-32B-Instruct,9e874db9ec0697c5,mohler,0.9615,0.8888888888888888,1.0,1.0,1.0,silver,True,26,0.11111111111111116
Qwen/Qwen2.5-32B-Instruct,a128ce1006644347,mohler,0.9583,0.8571428571428571,1.0,1.0,1.0,silver,True,24,0.1428571428571429
Qwen/Qwen2.5-32B-Instruct,a87634946e70966c,mohler,0.931,0.8,1.0,1.0,1.0,silver,True,29,0.19999999999999996
Qwen/Qwen2.5-32B-Instruct,ada2822620634947,mohler,0.9615,0.875,1.0,1.0,1.0,silver,True,26,0.125
Qwen/Qwen2.5-32B-Instruct,ae3ab69d91fefd46,mohler,0.8846,0.7,1.0,1.0,1.0,bronze,True,26,0.30000000000000004
Qwen/Qwen2.5-32B-Instruct,d3ee084a72db4565,mohler,1.0,1.0,1.0,1.0,,gold,False,28,
Qwen/Qwen2.5-32B-Instruct,d7a31d1b5701c7fe,mohler,0.9032,0.8,1.0,0.8333333333333334,1.0,silver,True,31,0.19999999999999996
Qwen/Qwen2.5-32B-Instruct,dd0a22d4dbff5b4a,mohler,0.8966,0.7,1.0,1.0,1.0,bronze,True,29,0.30000000000000004
Qwen/Qwen2.5-32B-Instruct,df1f6a0071684e79,mohler,0.9,0.625,1.0,1.0,1.0,reject,True,30,0.375
Qwen/Qwen2.5-32B-Instruct,e16a2d9107f1fcea,mohler,0.9032,0.6666666666666666,1.0,1.0,1.0,reject,True,31,0.33333333333333337
Qwen/Qwen2.5-32B-Instruct,e65ed48341cc5df1,mohler,0.9583,0.8333333333333334,1.0,1.0,1.0,silver,True,24,0.16666666666666663
Qwen/Qwen2.5-72B-Instruct-AWQ,12a8db106cac744f,mohler,0.9615,0.875,1.0,1.0,1.0,silver,True,26,0.125
Qwen/Qwen2.5-72B-Instruct-AWQ,1c3a12552fbf25bd,mohler,0.8966,0.625,1.0,1.0,1.0,reject,True,29,0.375
Qwen/Qwen2.5-72B-Instruct-AWQ,1f2dcc9aa70c85d0,mohler,0.9259,0.8181818181818182,1.0,1.0,1.0,silver,True,27,0.18181818181818177
Qwen/Qwen2.5-72B-Instruct-AWQ,330c9e050d1cf143,mohler,0.9231,0.7777777777777778,1.0,1.0,1.0,bronze,True,26,0.2222222222222222
Qwen/Qwen2.5-72B-Instruct-AWQ,35ca3259034ea7d2,mohler,0.9615,0.9,1.0,1.0,1.0,gold,False,26,0.09999999999999998
Qwen/Qwen2.5-72B-Instruct-AWQ,3bb8265858f79804,mohler,0.875,0.5,1.0,1.0,1.0,reject,True,24,0.5
Qwen/Qwen2.5-72B-Instruct-AWQ,4d3fef6bfa66400d,mohler,1.0,1.0,,1.0,,gold,False,30,
Qwen/Qwen2.5-72B-Instruct-AWQ,70ec4054bb7d1122,mohler,1.0,1.0,1.0,,,gold,False,27,
Qwen/Qwen2.5-72B-Instruct-AWQ,77ccbf816d233fe0,mohler,0.8889,0.5714285714285714,1.0,1.0,1.0,reject,True,27,0.4285714285714286
Qwen/Qwen2.5-72B-Instruct-AWQ,8e1b8cf22bc75a58,mohler,0.8929,0.5714285714285714,1.0,1.0,1.0,reject,True,28,0.4285714285714286
Qwen/Qwen2.5-72B-Instruct-AWQ,98d6f84c43f7b74b,mohler,0.9231,0.75,1.0,1.0,1.0,bronze,True,26,0.25
Qwen/Qwen2.5-72B-Instruct-AWQ,e16a2d9107f1fcea,mohler,0.871,0.5555555555555556,1.0,1.0,1.0,reject,True,31,0.4444444444444444
Qwen/Qwen3-32B,35ca3259034ea7d2,mohler,0.9231,0.8,1.0,1.0,1.0,silver,True,26,0.19999999999999996
Qwen/Qwen3-32B,4d3fef6bfa66400d,mohler,0.9667,0.9411764705882353,,1.0,,gold,False,30,
Qwen/Qwen3-32B,70ec4054bb7d1122,mohler,0.9259,0.8,1.0,,,silver,True,27,
Qwen/Qwen3-32B,9e874db9ec0697c5,mohler,0.9231,0.7777777777777778,1.0,1.0,1.0,bronze,True,26,0.2222222222222222
Qwen/Qwen3.5-27B,1c3a12552fbf25bd,mohler,0.931,0.75,1.0,1.0,1.0,bronze,True,29,0.25
Qwen/Qwen3.5-27B,1f2dcc9aa70c85d0,mohler,1.0,1.0,1.0,1.0,1.0,gold,False,27,0.0
Qwen/Qwen3.5-27B,1fcd40f40472d1fe,mohler,0.9667,0.875,1.0,1.0,1.0,silver,True,30,0.125
Qwen/Qwen3.5-27B,330c9e050d1cf143,mohler,0.8846,0.7777777777777778,1.0,0.8,1.0,bronze,True,26,0.2222222222222222
Qwen/Qwen3.5-27B,35ca3259034ea7d2,mohler,0.8846,0.7,1.0,1.0,1.0,bronze,True,26,0.30000000000000004
Qwen/Qwen3.5-27B,4d3fef6bfa66400d,mohler,1.0,1.0,,1.0,,gold,False,30,
Qwen/Qwen3.5-27B,51f7dbe67c51f4a7,mohler,0.8846,0.7777777777777778,1.0,0.875,1.0,bronze,True,26,0.2222222222222222
Qwen/Qwen3.5-27B,70ec4054bb7d1122,mohler,0.963,0.9,1.0,,,gold,False,27,
Qwen/Qwen3.5-27B,7587e573bc4d8985,mohler,0.8889,0.7142857142857143,0.8571428571428571,1.0,1.0,bronze,True,27,0.2857142857142857
Qwen/Qwen3.5-27B,77ccbf816d233fe0,mohler,0.963,0.8571428571428571,1.0,1.0,1.0,silver,True,27,0.1428571428571429
Qwen/Qwen3.5-27B,8a27032681c10a64,mohler,0.9667,0.9,1.0,1.0,1.0,gold,False,30,0.09999999999999998
Qwen/Qwen3.5-27B,8e345bcfe0086f24,mohler,1.0,1.0,1.0,1.0,,gold,False,28,
Qwen/Qwen3.5-27B,97b1d92e35ff895f,mohler,0.9655,0.9,1.0,1.0,1.0,gold,False,29,0.09999999999999998
Qwen/Qwen3.5-27B,9e874db9ec0697c5,mohler,0.8846,0.7777777777777778,0.75,1.0,1.0,bronze,True,26,0.2222222222222222
Qwen/Qwen3.5-27B,b49c559b7155e660,mohler,0.9,0.7272727272727273,1.0,1.0,1.0,bronze,True,30,0.2727272727272727
Qwen/Qwen3.5-27B,d3ee084a72db4565,mohler,1.0,1.0,1.0,1.0,,gold,False,28,
Qwen/Qwen3.5-27B,f298fb8dee2e0847,mohler,0.8889,0.5714285714285714,1.0,1.0,,reject,True,27,
Qwen/Qwen3.5-27B,fad5929228b8bc17,mohler,0.9286,0.9,0.75,1.0,1.0,gold,False,28,0.09999999999999998
Qwen/Qwen3.5-35B-A3B,1f2dcc9aa70c85d0,mohler,0.963,0.9090909090909091,1.0,1.0,1.0,gold,False,27,0.09090909090909094
Qwen/Qwen3.5-35B-A3B,1fcd40f40472d1fe,mohler,0.9,0.625,1.0,1.0,1.0,reject,True,30,0.375
Qwen/Qwen3.5-35B-A3B,4d3fef6bfa66400d,mohler,0.9,0.8235294117647058,,1.0,,silver,True,30,
Qwen/Qwen3.5-35B-A3B,70ec4054bb7d1122,mohler,0.963,0.9,1.0,,,gold,False,27,
Qwen/Qwen3.5-35B-A3B,77ccbf816d233fe0,mohler,0.8889,0.5714285714285714,1.0,1.0,1.0,reject,True,27,0.4285714285714286
Qwen/Qwen3.5-35B-A3B,8e345bcfe0086f24,mohler,0.9286,0.9090909090909091,0.8,1.0,,gold,False,28,
Qwen/Qwen3.5-9B,1c3a12552fbf25bd,mohler,0.8966,0.625,1.0,1.0,1.0,reject,True,29,0.375
Qwen/Qwen3.5-9B,1ed353a72ef2a4f8,mohler,0.8966,0.8,1.0,0.875,1.0,silver,True,29,0.19999999999999996
Qwen/Qwen3.5-9B,1f2dcc9aa70c85d0,mohler,1.0,1.0,1.0,1.0,1.0,gold,False,27,0.0
Qwen/Qwen3.5-9B,1fcd40f40472d1fe,mohler,0.9333,0.75,1.0,1.0,1.0,bronze,True,30,0.25
Qwen/Qwen3.5-9B,330c9e050d1cf143,mohler,0.9615,0.8888888888888888,1.0,1.0,1.0,silver,True,26,0.11111111111111116
Qwen/Qwen3.5-9B,35ca3259034ea7d2,mohler,0.9615,0.9,1.0,1.0,1.0,gold,False,26,0.09999999999999998
Qwen/Qwen3.5-9B,4a88ef16cda273bd,mohler,0.875,0.5,1.0,1.0,1.0,reject,True,24,0.5
Qwen/Qwen3.5-9B,4d3fef6bfa66400d,mohler,1.0,1.0,,1.0,,gold,False,30,
Qwen/Qwen3.5-9B,70ec4054bb7d1122,mohler,0.963,0.9,1.0,,,gold,False,27,
Qwen/Qwen3.5-9B,7587e573bc4d8985,mohler,0.963,0.8571428571428571,1.0,1.0,1.0,silver,True,27,0.1428571428571429
Qwen/Qwen3.5-9B,77ccbf816d233fe0,mohler,0.8889,0.5714285714285714,1.0,1.0,1.0,reject,True,27,0.4285714285714286
Qwen/Qwen3.5-9B,77d4c50016bebaab,mohler,0.9,0.6666666666666666,1.0,1.0,1.0,reject,True,30,0.33333333333333337
Qwen/Qwen3.5-9B,8a27032681c10a64,mohler,1.0,1.0,1.0,1.0,1.0,gold,False,30,0.0
Qwen/Qwen3.5-9B,8e345bcfe0086f24,mohler,0.9643,0.9090909090909091,1.0,1.0,,gold,False,28,
Qwen/Qwen3.5-9B,97b1d92e35ff895f,mohler,0.9655,0.9,1.0,1.0,1.0,gold,False,29,0.09999999999999998
Qwen/Qwen3.5-9B,ada2822620634947,mohler,0.8846,0.625,1.0,1.0,1.0,reject,True,26,0.375
Qwen/Qwen3.5-9B,d3ee084a72db4565,mohler,1.0,1.0,1.0,1.0,,gold,False,28,
Qwen/Qwen3.5-9B,d5c251c7c70f5f84,mohler,0.8846,0.5714285714285714,1.0,1.0,1.0,reject,True,26,0.4285714285714286
Qwen/Qwen3.5-9B,e16a2d9107f1fcea,mohler,0.9355,0.8888888888888888,0.8571428571428571,1.0,1.0,silver,True,31,0.11111111111111116
Qwen/Qwen3.5-9B,f298fb8dee2e0847,mohler,0.8889,0.5714285714285714,1.0,1.0,,reject,True,27,
Qwen/Qwen3.5-9B,fad5929228b8bc17,mohler,0.8929,0.9,0.5,1.0,1.0,gold,False,28,0.09999999999999998
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,1c3a12552fbf25bd,mohler,0.9655,0.875,1.0,1.0,1.0,silver,True,29,0.125
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,51f7dbe67c51f4a7,mohler,0.9231,0.7777777777777778,1.0,1.0,1.0,bronze,True,26,0.2222222222222222
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,9e874db9ec0697c5,mohler,0.8846,0.6666666666666666,1.0,1.0,1.0,reject,True,26,0.33333333333333337
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,e16a2d9107f1fcea,mohler,0.871,0.5555555555555556,1.0,1.0,1.0,reject,True,31,0.4444444444444444
google/gemma-3-27b-it,12a8db106cac744f,mohler,1.0,1.0,1.0,1.0,1.0,gold,False,26,0.0
google/gemma-3-27b-it,1c3a12552fbf25bd,mohler,0.9655,0.875,1.0,1.0,1.0,silver,True,29,0.125
google/gemma-3-27b-it,1f2dcc9aa70c85d0,mohler,0.9259,0.8181818181818182,1.0,1.0,1.0,silver,True,27,0.18181818181818177
google/gemma-3-27b-it,2e5b888611de7d6a,mohler,0.9667,0.9285714285714286,1.0,1.0,1.0,gold,False,30,0.0714285714285714
google/gemma-3-27b-it,330c9e050d1cf143,mohler,0.9615,0.8888888888888888,1.0,1.0,1.0,silver,True,26,0.11111111111111116
google/gemma-3-27b-it,35ca3259034ea7d2,mohler,1.0,1.0,1.0,1.0,1.0,gold,False,26,0.0
google/gemma-3-27b-it,3bb8265858f79804,mohler,0.875,0.5,1.0,1.0,1.0,reject,True,24,0.5
google/gemma-3-27b-it,4a88ef16cda273bd,mohler,0.875,0.6666666666666666,0.875,1.0,1.0,reject,True,24,0.33333333333333337
google/gemma-3-27b-it,4d3fef6bfa66400d,mohler,1.0,1.0,,1.0,,gold,False,30,
google/gemma-3-27b-it,70ec4054bb7d1122,mohler,1.0,1.0,1.0,,,gold,False,27,
google/gemma-3-27b-it,77ccbf816d233fe0,mohler,0.8889,0.5714285714285714,1.0,1.0,1.0,reject,True,27,0.4285714285714286
google/gemma-3-27b-it,7c58ffc50c51a296,mohler,1.0,1.0,1.0,1.0,1.0,gold,False,26,0.0
google/gemma-3-27b-it,80734a313aa7e552,mohler,0.8966,0.7,1.0,1.0,1.0,bronze,True,29,0.30000000000000004
google/gemma-3-27b-it,810d1c7d0c42272b,mohler,0.9667,0.9090909090909091,1.0,1.0,1.0,gold,False,30,0.09090909090909094
google/gemma-3-27b-it,8538fac0e49f5b07,mohler,0.9,0.7272727272727273,1.0,1.0,1.0,bronze,True,30,0.2727272727272727
google/gemma-3-27b-it,8e345bcfe0086f24,mohler,0.8929,0.8181818181818182,0.8,1.0,,silver,True,28,
google/gemma-3-27b-it,907da50e4ffda02e,mohler,0.9032,0.6666666666666666,1.0,1.0,1.0,reject,True,31,0.33333333333333337
google/gemma-3-27b-it,9e874db9ec0697c5,mohler,0.9615,1.0,0.75,1.0,1.0,gold,False,26,0.0
google/gemma-3-27b-it,9eaf4d9f8d103986,mohler,0.9032,0.625,1.0,1.0,,reject,True,31,
google/gemma-3-27b-it,a87634946e70966c,mohler,0.931,0.8,1.0,1.0,1.0,silver,True,29,0.19999999999999996
google/gemma-3-27b-it,ada2822620634947,mohler,0.9231,0.75,1.0,1.0,1.0,bronze,True,26,0.25
google/gemma-3-27b-it,b49c559b7155e660,mohler,0.9333,0.8181818181818182,1.0,1.0,1.0,silver,True,30,0.18181818181818177
google/gemma-3-27b-it,d3ee084a72db4565,mohler,0.9286,0.75,1.0,1.0,,bronze,True,28,
google/gemma-3-27b-it,d7a31d1b5701c7fe,mohler,0.871,0.6,1.0,1.0,1.0,reject,True,31,0.4
google/gemma-3-27b-it,e65ed48341cc5df1,mohler,0.9167,0.6666666666666666,1.0,1.0,1.0,reject,True,24,0.33333333333333337
google/gemma-3-27b-it,f298fb8dee2e0847,mohler,0.9259,0.7142857142857143,1.0,1.0,,bronze,True,27,
google/gemma-4-26B-A4B-it,12a8db106cac744f,mohler,0.9615,0.875,1.0,1.0,1.0,silver,True,26,0.125
google/gemma-4-26B-A4B-it,1c3a12552fbf25bd,mohler,0.931,0.75,1.0,1.0,1.0,bronze,True,29,0.25
google/gemma-4-26B-A4B-it,1f2dcc9aa70c85d0,mohler,0.963,0.9090909090909091,1.0,1.0,1.0,gold,False,27,0.09090909090909094
google/gemma-4-26B-A4B-it,1fcd40f40472d1fe,mohler,0.9667,0.875,1.0,1.0,1.0,silver,True,30,0.125
google/gemma-4-26B-A4B-it,330c9e050d1cf143,mohler,0.9231,0.8888888888888888,1.0,0.8,1.0,silver,True,26,0.11111111111111116
google/gemma-4-26B-A4B-it,35ca3259034ea7d2,mohler,0.8846,0.7,1.0,1.0,1.0,bronze,True,26,0.30000000000000004
google/gemma-4-26B-A4B-it,4a88ef16cda273bd,mohler,0.9167,0.6666666666666666,1.0,1.0,1.0,reject,True,24,0.33333333333333337
google/gemma-4-26B-A4B-it,4d3fef6bfa66400d,mohler,1.0,1.0,,1.0,,gold,False,30,
google/gemma-4-26B-A4B-it,552c6e9282a6a03e,mohler,0.8889,0.625,1.0,1.0,1.0,reject,True,27,0.375
google/gemma-4-26B-A4B-it,70ec4054bb7d1122,mohler,1.0,1.0,1.0,,,gold,False,27,
google/gemma-4-26B-A4B-it,7587e573bc4d8985,mohler,0.9259,0.8571428571428571,0.8571428571428571,1.0,1.0,silver,True,27,0.1428571428571429
google/gemma-4-26B-A4B-it,77ccbf816d233fe0,mohler,0.963,0.8571428571428571,1.0,1.0,1.0,silver,True,27,0.1428571428571429
google/gemma-4-26B-A4B-it,77d4c50016bebaab,mohler,0.9,0.6666666666666666,1.0,1.0,1.0,reject,True,30,0.33333333333333337
google/gemma-4-26B-A4B-it,8538fac0e49f5b07,mohler,0.9333,0.8181818181818182,1.0,1.0,1.0,silver,True,30,0.18181818181818177
google/gemma-4-26B-A4B-it,8a27032681c10a64,mohler,0.9333,0.8,1.0,1.0,1.0,silver,True,30,0.19999999999999996
google/gemma-4-26B-A4B-it,8e345bcfe0086f24,mohler,0.8929,0.8181818181818182,0.8,1.0,,silver,True,28,
google/gemma-4-26B-A4B-it,9e874db9ec0697c5,mohler,0.8846,0.7777777777777778,0.75,1.0,1.0,bronze,True,26,0.2222222222222222
google/gemma-4-26B-A4B-it,9eaf4d9f8d103986,mohler,0.871,0.625,0.875,1.0,,reject,True,31,
google/gemma-4-26B-A4B-it,d3ee084a72db4565,mohler,0.8929,0.625,1.0,1.0,,reject,True,28,
google/gemma-4-26B-A4B-it,f298fb8dee2e0847,mohler,0.9259,0.7142857142857143,1.0,1.0,,bronze,True,27,
google/gemma-4-26B-A4B-it,fad5929228b8bc17,mohler,1.0,1.0,1.0,1.0,1.0,gold,False,28,0.0
google/gemma-4-31B-it,1f2dcc9aa70c85d0,mohler,1.0,1.0,1.0,1.0,1.0,gold,False,27,0.0
google/gemma-4-31B-it,1fcd40f40472d1fe,mohler,0.9333,0.75,1.0,1.0,1.0,bronze,True,30,0.25
google/gemma-4-31B-it,330c9e050d1cf143,mohler,0.8846,0.7777777777777778,1.0,0.8,1.0,bronze,True,26,0.2222222222222222
google/gemma-4-31B-it,35ca3259034ea7d2,mohler,0.8846,0.7,1.0,1.0,1.0,bronze,True,26,0.30000000000000004
google/gemma-4-31B-it,4d3fef6bfa66400d,mohler,0.9667,0.9411764705882353,,1.0,,gold,False,30,
google/gemma-4-31B-it,70ec4054bb7d1122,mohler,0.963,0.9,1.0,,,gold,False,27,
google/gemma-4-31B-it,7587e573bc4d8985,mohler,0.9259,0.8571428571428571,0.8571428571428571,1.0,1.0,silver,True,27,0.1428571428571429
google/gemma-4-31B-it,77ccbf816d233fe0,mohler,0.963,0.8571428571428571,1.0,1.0,1.0,silver,True,27,0.1428571428571429
google/gemma-4-31B-it,fad5929228b8bc17,mohler,0.9286,0.9,0.75,1.0,1.0,gold,False,28,0.09999999999999998
microsoft/phi-4,12a8db106cac744f,mohler,0.8846,0.75,1.0,0.8571428571428571,1.0,bronze,True,26,0.25
microsoft/phi-4,1c3a12552fbf25bd,mohler,0.9655,0.875,1.0,1.0,1.0,silver,True,29,0.125
microsoft/phi-4,1f2dcc9aa70c85d0,mohler,0.963,0.9090909090909091,1.0,1.0,1.0,gold,False,27,0.09090909090909094
microsoft/phi-4,1fcd40f40472d1fe,mohler,0.9333,0.75,1.0,1.0,1.0,bronze,True,30,0.25
microsoft/phi-4,330c9e050d1cf143,mohler,0.8846,0.6666666666666666,1.0,1.0,1.0,reject,True,26,0.33333333333333337
microsoft/phi-4,35ca3259034ea7d2,mohler,0.9231,0.8,1.0,1.0,1.0,silver,True,26,0.19999999999999996
microsoft/phi-4,3bb8265858f79804,mohler,0.875,0.5,1.0,1.0,1.0,reject,True,24,0.5
microsoft/phi-4,4d3fef6bfa66400d,mohler,1.0,1.0,,1.0,,gold,False,30,
microsoft/phi-4,70ec4054bb7d1122,mohler,0.963,0.9,1.0,,,gold,False,27,
microsoft/phi-4,8538fac0e49f5b07,mohler,0.9,0.7272727272727273,1.0,1.0,1.0,bronze,True,30,0.2727272727272727
microsoft/phi-4,8a27032681c10a64,mohler,0.9,0.7,1.0,1.0,1.0,bronze,True,30,0.30000000000000004
microsoft/phi-4,97b1d92e35ff895f,mohler,0.8966,0.8,0.8571428571428571,1.0,1.0,silver,True,29,0.19999999999999996
microsoft/phi-4,d3ee084a72db4565,mohler,0.8929,0.625,1.0,1.0,,reject,True,28,
microsoft/phi-4,e16a2d9107f1fcea,mohler,0.871,0.5555555555555556,1.0,1.0,1.0,reject,True,31,0.4444444444444444
microsoft/phi-4,f298fb8dee2e0847,mohler,0.8889,0.5714285714285714,1.0,1.0,,reject,True,27,
mistralai/Mistral-Small-24B-Instruct-2501,4d3fef6bfa66400d,mohler,0.9333,0.8823529411764706,,1.0,,silver,True,30,
mistralai/Mistral-Small-24B-Instruct-2501,70ec4054bb7d1122,mohler,0.9259,0.9,0.9333333333333333,,,gold,False,27,
